"shoppingcartitemid","shoppingcartitemstudentid","shoppingcartitemclassid","shoppingcartitemquantity","shoppingcartid","shoppingcartaddtime"
"1602","210168315","169","1","ijith0n26bd7a9gm9o950corsa","2023-12-04 12:35:42"
"1603","183696614","178","1","p6t8124fdgafou45s9hhmluni4","2023-12-04 13:09:29"
"1604","124640858","180","1","4tg3505oacqg8csfn5bslt8jvs","2023-12-04 14:39:22"
"1605","224815389","180","1","b7pqmpqp6a32ptrtllf7bpsmj9","2023-12-04 14:42:34"
"1606","872576984","172","1","f1ks0bsurv72im5apgdbjbttmf","2023-12-04 16:08:37"
"1607","664284025","168","1","kmal7fqnv8kitm7as9vi8o9p14","2023-12-04 16:50:52"
"1608","836233517","180","1","84tim7f7pqd5s5352hcbpqpn08","2023-12-04 16:52:06"
"1609","51","168","1","ec3ud33da6o50bom0ga319lnvl","2023-12-04 17:17:19"
"1610","282969837","176","1","nkbp5eqrc7tmoe9h7cj3f0su8j","2023-12-04 17:23:21"
"1611","282969837","175","1","nkbp5eqrc7tmoe9h7cj3f0su8j","2023-12-04 17:24:48"
"1612","897344098","181","1","pt9g114is7dvh9a4cibms54gs7","2023-12-04 17:33:28"
"1613","707749841","181","1","d0ofdqse1r0tf91ihv3im9ri2u","2023-12-04 18:22:14"
"1614","562591757","181","1","5g2on5h3i6co4k900h6mp33qc9","2023-12-04 20:37:12"
"1615","17","168","1","b67h6sp57tq5shg8fqosmu2evb","2023-12-04 21:29:39"
"1617","136750017","173","1","du4krhi5443vddg5bp17b912id","2023-12-05 00:54:55"
"1618","20","168","1","du4krhi5443vddg5bp17b912id","2023-12-05 01:04:18"
"1619","610628874","167","1","4l4ploeonagkbrtobdfsjgga8i","2023-12-05 11:48:01"
"1620","758744623","171","1","faolen0ipdsnnueiovpvod0iae","2023-12-05 17:58:30"
"1621","298395554","167","1","51tsoep5pa824rebbs5r7jrepe","2023-12-05 18:23:04"
"1622","302361272","190","1","agp7e7ldut5ndmq4n0nm3df7sv","2023-12-05 19:01:54"
"1623","451473225","190","1","jkpdlq6rgdibonio0rv69dqutq","2023-12-05 19:03:46"
"1624","747995520","167","1","ao937tei3tl2il864nft0iiiam","2023-12-05 22:24:33"
"1625","408040811","171","1","abd493bna4lublgpv36k2f2ca8","2023-12-05 23:23:31"
"1626","943230870","176","1","fu7nfatkuvshsvcqaam49sa7l8","2023-12-05 23:54:02"
"1627","600474821","167","1","pot45ht8o75kdnss8q8r68d02q","2023-12-06 00:11:56"
"1628","286013860","167","1","vrpf7k84qahkr8lsfj0jc2jilg","2023-12-06 12:46:28"
"1629","233477255","167","1","l8ssu523h49vv0od97rg52ut77","2023-12-06 15:28:36"
"1630","519259951","167","1","tsnmac5a084s8ikbuiela5ie2u","2023-12-06 16:39:33"
"1631","684662938","174","1","93iqkn2mck2g21v8ckdc6ldf47","2023-12-06 20:22:31"
"1632","684662938","178","1","93iqkn2mck2g21v8ckdc6ldf47","2023-12-06 20:23:02"
"1633","853914826","169","1","8rnjcue1g92tpgt1dn66h7hh8t","2023-12-07 00:36:08"
"1634","853914826","171","1","8rnjcue1g92tpgt1dn66h7hh8t","2023-12-07 00:36:20"
"1635","853914826","174","1","8rnjcue1g92tpgt1dn66h7hh8t","2023-12-07 00:36:32"
"1636","853914826","190","2","8rnjcue1g92tpgt1dn66h7hh8t","2023-12-07 00:36:37"
"1637","853914826","178","1","8rnjcue1g92tpgt1dn66h7hh8t","2023-12-07 00:37:04"
"1638","180","169","1","9si5sr8afh8d87fismv2si2a6r","2023-12-07 00:50:44"
"1639","180","190","1","9si5sr8afh8d87fismv2si2a6r","2023-12-07 00:50:50"
"1640","532516794","169","1","cc7dg8rn9i40d4475eb6fc6igt","2023-12-07 10:22:39"
"1641","749792043","169","1","km5h6u22koceaone6b8qorl136","2023-12-07 11:53:35"
"1642","690556244","171","1","gklim0ago7meu6mnq486s4qlg6","2023-12-07 13:11:06"
"1643","589444909","177","1","s587m0vuqtb812u3c1eg1p9sa6","2023-12-07 14:36:14"
"1646","714619979","172","1","ibtnfq0ls3nob82qopiun2cnab","2023-12-07 17:12:52"
"1647","517735873","172","1","nro6lr3raaroo809k9nau3ihkn","2023-12-07 17:15:55"
"1648","84","169","1","lkpgbv6r3ir2af866v158f9uma","2023-12-07 21:24:02"
"1649","565985822","168","1","jaehrmb3hh9moqlen7bo6gpilb","2023-12-07 22:58:30"
"1650","266534720","170","1","n90am1lc3eb8qk52dlqjkvvudd","2023-12-08 11:33:10"
"1651","504441581","169","1","gqtg2q5k6404ea5fqcjhisfdd2","2023-12-08 11:44:29"
"1652","853909507","171","1","fqrnsfr4h4ahf8qa1a351b3i28","2023-12-08 17:50:48"
"1653","655254154","181","1","53cmsd4lkigbjsoo38of45kbat","2023-12-08 19:07:08"
"1654","135","181","1","n8hqf0p8n3vhilfiorl5jc9qos","2023-12-08 19:11:07"
"1655","991702793","171","1","v1dkiu5aqt6ouarg5r0cr3vagt","2023-12-08 21:45:28"
"1656","21","169","1","o8d4a27mabsh3eqdil6udkc2ef","2023-12-08 22:20:33"
"1657","614105974","170","1","1im1q1mutolvqg9djnnc313cs0","2023-12-08 22:39:38"
"1658","271209562","170","2","f0bb7go2t90v48a09dqrr9srhc","2023-12-08 22:43:26"
"1659","174","170","1","gte7p245s89a2jsb8brdqhf320","2023-12-08 22:54:21"
"1660","174","170","1","jmcnt4glbd0ef4sfju9969htkn","2023-12-08 22:57:00"
"1661","174","170","2","ki8ntrttk261uaiglipnhi38lq","2023-12-08 23:17:44"
"1662","561919366","169","1","nt86shd80vbm2krpkcv9lt3f18","2023-12-08 23:22:31"
"1663","174","170","1","e1jsv5jisqsus1q6mfgsq95lfn","2023-12-08 23:24:58"
"1664","761171851","168","1","rro4dla1lgcf17pric3d1kledd","2023-12-08 23:25:42"
"1665","289939113","169","1","ldv1vla4hnvfqqjpp1d9g1240g","2023-12-08 23:54:45"
"1666","563917418","169","1","79tcirm4n5cq9mkgbl22f7s9q6","2023-12-09 08:03:52"
"1667","361752513","168","1","keurlvnv9tl2f2qqqtgmpuv5c3","2023-12-09 09:26:05"
"1668","361752513","170","1","keurlvnv9tl2f2qqqtgmpuv5c3","2023-12-09 09:26:09"
"1669","174","170","1","5m7nfesf9qdu6c5phd2enfdk9m","2023-12-09 10:10:03"
"1670","174","170","1","4kfmuiql5jakhalv9ceql8mpj4","2023-12-09 12:36:54"
"1671","174","170","1","dl94cnnkp89lhjgbr37pbigm5j","2023-12-09 12:43:52"
"1672","532516794","190","1","2s19tmci0qr1l7o036hgm1hvu7","2023-12-09 14:37:02"
"1673","175","190","1","vtc7sf6s9nccrcsm6pm6e7b9nq","2023-12-09 15:02:47"
"1674","165158757","172","1","iltauruo6ca28umo6n0jdktnrp","2023-12-09 15:26:54"
"1675","562134041","172","1","dlasldtg0pr3nfpv4i1ur1peka","2023-12-09 15:28:58"
"1676","605184834","190","1","7qc90gs0d5575t86j2e03u3ms8","2023-12-09 18:26:00"
"1677","586641698","171","1","lbjm6iulrf19tphrm3nehl272d","2023-12-09 18:38:30"
"1678","578068531","171","2","3rb0mbvoojb1g68b0v63jqf0i1","2023-12-09 20:15:13"
"1679","960480395","156","1","7unfomgh5t1bdtc9a52ede9a34","2023-12-09 20:20:39"
"1680","960480395","154","1","7unfomgh5t1bdtc9a52ede9a34","2023-12-09 20:20:39"
"1681","578068531","156","1","noqlc70t3l66r72oaqdbos4d29","2023-12-09 20:20:39"
"1682","960480395","162","1","7unfomgh5t1bdtc9a52ede9a34","2023-12-09 20:20:39"
"1683","578068531","154","1","noqlc70t3l66r72oaqdbos4d29","2023-12-09 20:20:40"
"1684","960480395","188","1","7unfomgh5t1bdtc9a52ede9a34","2023-12-09 20:20:40"
"1685","578068531","162","1","noqlc70t3l66r72oaqdbos4d29","2023-12-09 20:20:40"
"1686","960480395","163","1","7unfomgh5t1bdtc9a52ede9a34","2023-12-09 20:20:40"
"1687","578068531","188","1","noqlc70t3l66r72oaqdbos4d29","2023-12-09 20:20:40"
"1688","960480395","187","1","7unfomgh5t1bdtc9a52ede9a34","2023-12-09 20:20:40"
"1689","578068531","163","1","noqlc70t3l66r72oaqdbos4d29","2023-12-09 20:20:40"
"1690","960480395","164","1","7unfomgh5t1bdtc9a52ede9a34","2023-12-09 20:20:40"
"1691","578068531","187","1","noqlc70t3l66r72oaqdbos4d29","2023-12-09 20:20:40"
"1692","578068531","164","1","noqlc70t3l66r72oaqdbos4d29","2023-12-09 20:20:40"
"1693","960480395","165","1","7unfomgh5t1bdtc9a52ede9a34","2023-12-09 20:20:40"
"1694","578068531","165","1","noqlc70t3l66r72oaqdbos4d29","2023-12-09 20:20:41"
"1695","960480395","191","1","7unfomgh5t1bdtc9a52ede9a34","2023-12-09 20:20:41"
"1696","578068531","191","1","noqlc70t3l66r72oaqdbos4d29","2023-12-09 20:20:41"
"1697","960480395","180","1","7unfomgh5t1bdtc9a52ede9a34","2023-12-09 20:20:41"
"1698","578068531","180","1","noqlc70t3l66r72oaqdbos4d29","2023-12-09 20:20:41"
"1699","578068531","167","1","noqlc70t3l66r72oaqdbos4d29","2023-12-09 20:20:41"
"1700","578068531","181","1","noqlc70t3l66r72oaqdbos4d29","2023-12-09 20:20:41"
"1701","303112465","177","1","p20k5750evgd2dgmosmftkeu76","2023-12-09 22:08:04"
"1702","423458985","171","1","cov32h375gbn5t27rqeqqbkjef","2023-12-09 23:12:20"
"1703","286335445","172","1","0knqbo33t4k9s4u7o32sq42h7k","2023-12-09 23:26:58"
"1704","835139126","190","1","8uq8of3tujjnl6cq4li0rjpsjm","2023-12-09 23:32:32"
"1705","332857220","190","1","ahv02seolotf4b2pabj4k58msl","2023-12-10 04:06:26"
"1706","150209034","175","1","s858umlqjcn6neh1cosgif0i24","2023-12-10 05:52:45"
"1707","724430906","172","1","lkntc5oofsef7m4k3dv2s8unn2","2023-12-10 09:47:01"
"1708","958073435","171","1","n63m6t8omjaivbu8sflqd13kdm","2023-12-10 09:52:35"
"1709","390055625","171","1","qbdlnrphlg8pi9olqjucofavqk","2023-12-10 12:32:27"
"1710","256480095","172","1","pqdifb2j39j0ie5ljgbflh7bbu","2023-12-10 13:05:12"
"1711","371488607","172","1","uei2ga5svndv7h30en3gtkl7l4","2023-12-10 14:32:29"
"1712","699056112","186","1","d12ig4mcalesfoftba3aevg76s","2023-12-10 15:10:48"
"1713","929018897","172","1","6k1eaeqmkbg0i3tm2fodp1iasu","2023-12-10 15:10:59"
"1714","344230214","202","1","v6c1sk27tsos35marnruiq9tk6","2023-12-10 17:53:24"
"1715","344230214","185","1","v6c1sk27tsos35marnruiq9tk6","2023-12-10 17:53:41"
"1716","239787141","176","1","g3eejhbpd8mf557c5j7viet86j","2023-12-10 21:49:52"
"1717","668362706","190","1","ceb79cj7khsd3n8v1nddpom5rk","2023-12-10 22:40:57"
"1718","776286176","190","1","nbjhi3d38iirho4erdli7dneoi","2023-12-10 22:50:55"
"1719","199336122","182","1","igptdil3qn0l194fjpj62t6850","2023-12-10 23:28:17"
"1720","936867916","173","1","rmcgtg14pmv3j36i275svmn9va","2023-12-11 09:59:02"
"1721","935194727","202","1","pr4gsk7bidjnccbtkj1trppvm2","2023-12-11 12:37:15"
"1722","378715224","182","1","di10u6mv0ccdfml5cdiuhrqf75","2023-12-11 22:42:36"
"1723","814367496","182","1","9mfkm400ae1dejptpssnkhphrn","2023-12-11 23:10:04"
"1724","951970862","176","1","r7m1gh54b1om6pg9pgtd1gjpgp","2023-12-12 00:04:59"
"1725","111986343","173","1","7r4600pfija7hhhmogejdr04ab","2023-12-12 00:15:54"
"1726","421371564","173","1","6ghoj9122o5kduth7uus9pj4ts","2023-12-12 00:16:11"
"1727","967583707","190","1","n1fm1rvulcjiv5g9nuk7sqeilk","2023-12-12 01:29:38"
"1728","211805033","190","1","c092h8v2kktvkevem0uusdka6n","2023-12-12 06:21:56"
"1729","938496853","183","1","obhdfbp0cc7phkr1brg99dpspk","2023-12-12 10:47:05"
"1730","60","182","2","qrlqbn5hag6n5dpk78vtlfn0gt","2023-12-12 21:37:05"
"1731","517538620","183","1","f4vfatcekb224rk329q8eajunu","2023-12-12 23:15:38"
"1733","17","183","1","e6efdljdqgepit09e56r228fk3","2023-12-13 12:49:18"
"1734","17","202","1","e6efdljdqgepit09e56r228fk3","2023-12-13 12:49:50"
"1735","938145238","190","1","crtqm92939ktdd827r39d8cl68","2023-12-14 17:17:43"
"1736","429274825","190","1","htn14hpu3npvuhplsps76tb4ub","2023-12-14 21:20:18"
"1737","49","178","1","t12sg5kl7ciagua6vj8n33os3f","2023-12-15 09:14:50"
"1738","804672984","178","1","gcf0raemtev2evktl8tl29cbcg","2023-12-15 13:37:55"
"1739","425283862","178","1","2n3qpr1sjkca74ombk2pvpodj5","2023-12-15 13:46:19"
"1740","897089224","178","2","tl77p24kec7qoemhvmqffhhqkh","2023-12-15 13:52:05"
"1741","492731987","190","1","mjtbe2mnpgrhcaeq6hciokqk5m","2023-12-15 15:51:28"
"1742","145","176","1","2fjvqiv00go4kuruoto12jaqq7","2023-12-15 17:42:22"
"1743","17","190","1","cdhnv32esuslc9sth2n4fjpn00","2023-12-15 18:24:11"
"1744","588716272","190","1","0u2orusefdai8r30ian7bgubuq","2023-12-15 19:30:09"
"1745","433652470","176","1","rn623okf5lq68j64u1fnno7fqa","2023-12-15 20:20:15"
"1746","899919604","176","1","f8ijkvq2sv93bic8bmfnfr47ej","2023-12-15 20:50:32"
"1747","81","177","1","lvl63fkceamsjmeupi364pi2qb","2023-12-15 22:17:31"
"1748","950633886","184","2","gm1snkhc844u6u5pcrk7b51tqj","2023-12-15 23:00:33"
"1749","369609776","190","1","l8e379bdji85j53tekfqpgsr4d","2023-12-15 23:34:59"
"1750","149360218","178","2","1igp6ltv054n8t2758bjkbrq11","2023-12-16 01:29:48"
"1751","174","190","1","tg092lg3etegh8dn84alfaf0a7","2023-12-16 11:15:24"
"1752","934136750","178","1","910ghp8tjingujbmtp1aev2hl2","2023-12-16 11:24:12"
"1753","934136750","176","1","910ghp8tjingujbmtp1aev2hl2","2023-12-16 11:24:14"
"1754","934136750","177","1","910ghp8tjingujbmtp1aev2hl2","2023-12-16 11:24:21"
"1755","767463425","190","3","7usg4rjhi49fk1m29qi3pdl8qi","2023-12-16 11:47:22"
"1756","349404378","190","2","rp6ketjtl49giamgc4gkpmbnh0","2023-12-16 12:36:53"
"1757","179085112","185","1","jpbkrkh5v97rfai94annaraiop","2023-12-16 12:40:25"
"1758","202253548","185","1","ra26lorn75c5ati1j2n4cc4rvq","2023-12-16 12:44:49"
"1759","848703987","190","2","lgt6ate9mqro9kk27uteahchha","2023-12-16 12:50:23"
"1760","658060103","177","1","6bc143h3s1akk81ad8nl8dqegi","2023-12-16 15:34:03"
"1761","559470744","178","1","gr2928hbmqv8114jafnp5lnrsp","2023-12-16 16:05:07"
"1762","907291696","178","1","aoi6p8he5dfjkvggbmqk3e28g7","2023-12-16 16:08:16"
"1763","378540002","178","1","dpm71f17lahvqaq2skr6sm1fie","2023-12-16 20:27:32"
"1764","930167586","178","1","v4nhbivmmdgf8cr642mhlv63cn","2023-12-17 01:11:34"
"1765","149","178","1","3nfdns43cv0gcf538ci4rl0vmn","2023-12-17 01:23:51"
"1766","393929175","186","1","0retsq4ob3030fru74cslj370l","2023-12-17 09:19:03"
"1767","145","176","1","f77c5akhclbjq858fafqsogtde","2023-12-17 10:53:18"
"1768","571721352","176","1","f0gg41jvp4g27s8lm18e99m6su","2023-12-17 11:29:04"
"1769","441170657","176","1","hjjp25742je935eb14eavqh5h6","2023-12-17 12:52:06"
"1770","515097957","177","1","9u6fms72jcievn8vcime2ltk0a","2023-12-17 15:29:41"
"1771","448379080","201","2","e00ej1lvk43rek8he4tcu5eoho","2023-12-17 17:05:11"
"1772","264195126","198","1","op4ei45pjp9scl432rvk63b4bp","2023-12-17 21:40:59"
"1773","179","224","1","vm6f55b0vj3g4jasppjm4afjl8","2023-12-19 02:38:37"
"1774","711048423","185","1","oo2b0hp4h1h07idvqj3p6phqrv","2023-12-19 09:39:57"
"1775","158056575","210","1","es4ip0t6i43qauu8br3nncd38r","2023-12-19 09:51:18"
"1776","482747936","209","1","g58laojvjm4lo65v6p2hgkg0q0","2023-12-19 11:08:47"
"1777","860332870","206","1","ug58bhr3l3hi29300tptsaopc5","2023-12-19 11:10:01"
"1778","860332870","210","1","ug58bhr3l3hi29300tptsaopc5","2023-12-19 11:10:21"
"1780","860332870","211","1","ug58bhr3l3hi29300tptsaopc5","2023-12-19 11:10:32"
"1781","860332870","216","1","ug58bhr3l3hi29300tptsaopc5","2023-12-19 11:10:41"
"1782","369779253","177","1","q03icgf6adg6n2pen6elqpg16v","2023-12-19 12:49:21"
"1783","369779253","224","1","q03icgf6adg6n2pen6elqpg16v","2023-12-19 12:50:24"
"1784","881857984","208","1","knv11t96c8lg1psirdlv5i1g1t","2023-12-19 12:54:42"
"1786","481364014","211","1","06qvqr2d0q70jouamvf41ajmbm","2023-12-19 15:42:09"
"1787","184","223","1","8qi91jfh077hnsphaj5e0n0q78","2023-12-19 16:58:04"
"1788","763697126","177","1","g3envrvjms98uuv8sr230q87pb","2023-12-19 17:29:47"
"1789","763697126","224","1","g3envrvjms98uuv8sr230q87pb","2023-12-19 17:30:37"
"1790","707928452","186","1","q709cj86eqh5lkdpji8bulek4h","2023-12-19 23:09:15"
"1791","3","214","1","1rhmif84fgj35dj6f65jrhsi5k","2023-12-20 00:42:18"
"1792","179456366","208","1","uq0uacgrl5i1omn0bh1e4ebk2u","2023-12-20 01:33:04"
"1793","197","208","1","3pj8c3fkesliqtdb8up5fn9abq","2023-12-20 01:39:25"
"1794","776724284","208","1","2i41npivg446cuh9kqbv43hfn5","2023-12-20 01:56:02"
"1795","981996413","175","1","2p9r6vjl9cbecdcvs14mdfp8fi","2023-12-20 09:33:34"
"1796","185548922","207","1","vcv5p2shbluuovu0jdbkedvnr9","2023-12-20 09:48:50"
"1797","185548922","223","1","vcv5p2shbluuovu0jdbkedvnr9","2023-12-20 09:49:21"
"1798","308115279","177","1","4aupfou2u7j11fc8atfe6ldmvk","2023-12-20 10:24:32"
"1799","632681753","185","1","0ogvk8uuf6qsks796dk21467u0","2023-12-20 11:20:40"
"1800","228147752","208","1","lk67bstqsh1b1svdjk9pgmur05","2023-12-20 13:30:06"
"1801","228147752","206","1","lk67bstqsh1b1svdjk9pgmur05","2023-12-20 13:31:09"
"1802","368380031","214","1","23ua9s65a6qg7qqke88tdlsipc","2023-12-20 14:56:50"
"1803","100243970","177","1","8lpkm6m2kpqlbodgbuvibr96ep","2023-12-20 18:41:07"
"1804","88","210","1","b59tts7dfg2qqss7u77heh30gq","2023-12-21 01:42:41"
"1805","88","175","1","b59tts7dfg2qqss7u77heh30gq","2023-12-21 01:42:45"
"1809","338310029","216","1","b7abe6oc1bfluuls8jf92ak4dr","2023-12-21 02:09:32"
"1810","338310029","224","1","b7abe6oc1bfluuls8jf92ak4dr","2023-12-21 02:09:55"
"1811","338310029","210","1","b7abe6oc1bfluuls8jf92ak4dr","2023-12-21 02:10:36"
"1812","974615053","206","1","m90svde84f9g9jllslkb96adt1","2023-12-21 09:52:12"
"1813","974615053","208","1","m90svde84f9g9jllslkb96adt1","2023-12-21 09:53:02"
"1814","312199890","209","1","gb75tac2q1ceqr9e9mapdv28qq","2023-12-21 10:14:27"
"1815","312199890","224","1","gb75tac2q1ceqr9e9mapdv28qq","2023-12-21 10:14:41"
"1816","312199890","226","1","gb75tac2q1ceqr9e9mapdv28qq","2023-12-21 10:15:30"
"1817","237431299","225","1","r4kcbsujlnkrqms1jhakcok41j","2023-12-21 19:07:19"
"1818","510142477","210","1","e1lhj4fvk2hcjvf7si8iakvtjs","2023-12-22 02:19:40"
"1819","510142477","209","1","e1lhj4fvk2hcjvf7si8iakvtjs","2023-12-22 02:20:38"
"1820","510142477","224","1","e1lhj4fvk2hcjvf7si8iakvtjs","2023-12-22 02:20:54"
"1821","34","207","1","3dqte5gfe6cmpplk18rhafq0e8","2023-12-22 13:56:23"
"1822","34","219","1","3dqte5gfe6cmpplk18rhafq0e8","2023-12-22 13:56:30"
"1823","34","223","1","3dqte5gfe6cmpplk18rhafq0e8","2023-12-22 13:56:42"
"1824","34","225","1","3dqte5gfe6cmpplk18rhafq0e8","2023-12-22 13:59:42"
"1826","284092735","210","1","nr9872kcnacptojiufq4nfnqrc","2023-12-22 20:44:00"
"1827","922247761","221","1","dsdo4dur8mu2h7em14d74k16rk","2023-12-22 22:03:19"
"1828","304273863","212","1","rehnv5qruilfg3ppr91t77s7kf","2023-12-23 03:17:44"
"1829","514966941","226","1","o68b7eous1llqnijubrf6i76ph","2023-12-23 10:08:43"
"1830","937208881","210","1","v56ksgo0q1m1q1mc5i5fv26k61","2023-12-24 02:17:02"
"1832","692893626","208","1","sae7fdp58n8n70mrf1ugvfu9qg","2023-12-24 12:23:15"
"1833","692893626","226","1","sae7fdp58n8n70mrf1ugvfu9qg","2023-12-24 12:27:54"
"1834","692893626","210","1","sae7fdp58n8n70mrf1ugvfu9qg","2023-12-24 12:32:37"
"1836","217465560","210","1","8lgdg25j1bev3a6rrc5ivfnam3","2023-12-24 13:09:43"
"1837","217465560","226","1","8lgdg25j1bev3a6rrc5ivfnam3","2023-12-24 13:10:50"
"1838","432223175","210","1","f6uscaoanfdm0gcd76e5oh2sd6","2023-12-24 16:01:03"
"1839","359809448","210","1","83b6ffaev4e57mtqmea6v875si","2023-12-24 16:03:02"
"1840","524203862","214","1","rirq4sn1sfmki3mu3qm5rkpern","2023-12-24 18:11:35"
"1843","524203862","210","1","rirq4sn1sfmki3mu3qm5rkpern","2023-12-24 18:11:55"
"1844","524203862","224","1","rirq4sn1sfmki3mu3qm5rkpern","2023-12-24 18:12:18"
"1845","524203862","206","1","rirq4sn1sfmki3mu3qm5rkpern","2023-12-24 18:13:22"
"1846","524203862","222","1","rirq4sn1sfmki3mu3qm5rkpern","2023-12-24 18:13:55"
"1848","8","226","1","nmttv2q6t4sh7ldfv6f1ia9qqh","2023-12-24 21:24:18"
"1849","156007691","204","1","ob0abusqiq7kl0bkq2bpl5dg2q","2023-12-24 22:45:51"
"1850","297458094","209","1","3m04fhbp051eda09hqo3fcu6ru","2023-12-25 00:19:15"
"1851","34","207","1","332d53fji719o7k4u5elileeda","2023-12-25 02:04:34"
"1852","34","219","1","332d53fji719o7k4u5elileeda","2023-12-25 02:04:40"
"1853","34","223","1","332d53fji719o7k4u5elileeda","2023-12-25 02:04:50"
"1854","34","225","1","332d53fji719o7k4u5elileeda","2023-12-25 02:05:02"
"1855","34","214","1","332d53fji719o7k4u5elileeda","2023-12-25 02:08:24"
"1856","175","208","1","gb2pdfk1ttuhgvi0f11r09rc0e","2023-12-25 08:54:51"
"1857","102","214","1","iddi1tq5qnqhi2ufs71vajuna4","2023-12-25 12:48:05"
"1858","102","222","1","iddi1tq5qnqhi2ufs71vajuna4","2023-12-25 12:48:34"
"1859","102","209","1","iddi1tq5qnqhi2ufs71vajuna4","2023-12-25 12:48:57"
"1860","267844804","212","1","l876r8h9sju20mkg9pus37377o","2023-12-25 23:37:38"
"1861","360323444","210","1","4m1g1ojo7atbs1d0cnpahe0s37","2023-12-26 01:19:22"
"1862","751054496","206","1","ac3eu4a14uil395rnsd9clp0ot","2023-12-26 08:48:13"
"1863","751054496","210","1","ac3eu4a14uil395rnsd9clp0ot","2023-12-26 08:48:22"
"1864","751054496","211","1","ac3eu4a14uil395rnsd9clp0ot","2023-12-26 08:48:34"
"1865","751054496","216","1","ac3eu4a14uil395rnsd9clp0ot","2023-12-26 08:48:45"
"1867","867717833","206","1","tp7b8g3hct8284nsjh680f2mk3","2023-12-26 08:51:36"
"1868","867717833","210","1","tp7b8g3hct8284nsjh680f2mk3","2023-12-26 08:51:42"
"1869","867717833","211","1","tp7b8g3hct8284nsjh680f2mk3","2023-12-26 08:52:08"
"1870","867717833","216","1","tp7b8g3hct8284nsjh680f2mk3","2023-12-26 08:52:17"
"1871","264245306","224","1","48j1kc1olmfv0rpptuee37n5ef","2023-12-26 10:12:58"
"1872","376462459","208","1","06jr7vrfud6i25b09mkgeec7gk","2023-12-26 10:16:06"
"1873","376462459","212","1","06jr7vrfud6i25b09mkgeec7gk","2023-12-26 10:16:28"
"1874","376462459","225","1","06jr7vrfud6i25b09mkgeec7gk","2023-12-26 10:17:02"
"1875","264245306","210","1","48j1kc1olmfv0rpptuee37n5ef","2023-12-26 10:36:43"
"1876","684261078","211","1","ts83gmfurfhborh3lau75vhj7a","2023-12-26 12:09:03"
"1877","140","210","1","s6m3rmni1m6b435t9feer2vtpp","2023-12-26 13:32:04"
"1878","390925561","208","1","buof629roef9q1pulbipf2e9ch","2023-12-26 15:26:58"
"1879","752205247","208","1","1vq2eap8kq08cqghcgoac89kmo","2023-12-26 15:32:27"
"1880","752205247","196","1","1vq2eap8kq08cqghcgoac89kmo","2023-12-26 15:32:36"
"1881","421184549","224","1","gttcifd7dr0le5k2jp2uk2r1ca","2023-12-26 17:14:17"
"1882","102","214","1","gog6aitlc704ed70eusdldq0oq","2023-12-26 17:57:33"
"1883","102","209","1","gog6aitlc704ed70eusdldq0oq","2023-12-26 18:01:05"
"1884","102","222","1","gog6aitlc704ed70eusdldq0oq","2023-12-26 18:02:16"
"1885","102","221","1","gog6aitlc704ed70eusdldq0oq","2023-12-26 18:03:50"
"1890","804804445","216","1","utiqiss5a2pr7uqubbos3ahi35","2023-12-26 18:21:20"
"1896","17","208","1","t2krvjal19vmhfc225fo4fhqe0","2023-12-26 18:27:09"
"1897","17","212","1","t2krvjal19vmhfc225fo4fhqe0","2023-12-26 18:27:23"
"1899","949372774","210","1","ncjrl1nhi2u6ue6k85jq5sst5g","2023-12-26 18:27:44"
"1901","17","207","1","t2krvjal19vmhfc225fo4fhqe0","2023-12-26 18:28:23"
"1902","17","219","1","t2krvjal19vmhfc225fo4fhqe0","2023-12-26 18:28:30"
"1903","446930841","224","1","hk8hn7msgl6ja68q8dd9l4sbc4","2023-12-26 19:22:27"
"1904","446930841","210","1","hk8hn7msgl6ja68q8dd9l4sbc4","2023-12-26 19:25:54"
"1905","158249348","224","1","qhf9ivbe1prn1j0pnro0cg2mvg","2023-12-26 19:48:32"
"1906","364173666","226","1","t4edochlag27s7kcifhvtl4h3k","2023-12-26 20:16:15"
"1907","640006245","221","1","vks90kl96u0v1odigiadn2vlno","2023-12-26 20:18:00"
"1908","640006245","225","1","vks90kl96u0v1odigiadn2vlno","2023-12-26 20:18:03"
"1909","178067640","226","1","27ukq1j43e0a99rdrb4smfep4a","2023-12-26 20:18:13"
"1910","787596401","222","1","42fhth0u9nf98kmhqa4svplb7c","2023-12-26 20:18:17"
"1911","841895308","206","1","hea2pat8r0900cedoqqluvca3b","2023-12-26 20:48:13"
"1912","95","222","1","tp0mt2pajb4arbjiurcj8fsp89","2023-12-26 20:53:10"
"1913","3","230","1","kp54ggifbqhbj964ugc2cahu7c","2023-12-26 21:15:49"
"1914","3","214","1","6u1f767q83c8qs2380o25qon3n","2023-12-26 21:28:22"
"1915","521547312","211","1","0n4as095iapbk8eui43ma4a6mf","2023-12-26 22:53:26"
"1916","763900961","214","1","hm6ld8aimmh249apan6e4202d7","2023-12-26 22:54:26"
"1917","532951212","216","1","t61jfiqovs4g572u7o9vvskcir","2023-12-26 23:30:59"
"1918","513495204","216","1","jatgsubblsbdpqcgd1pgi4mfpc","2023-12-26 23:31:32"
"1919","866182097","210","1","8s98undqkrle0mlggtpn39uqr8","2023-12-26 23:52:45"
"1920","889349602","208","1","6325u51kmc7qk0r9f07735a52d","2023-12-27 00:13:24"
